domain,available,price,renewal_price
yiwi.com,True,19099.00,15.88
eili.com,True,53480.00,15.88
liti.com,True,500000.00,15.88
iiuo.com,True,1995.00,15.88
piio.com,True,58888.00,15.88
fioo.com,True,11935.00,15.88
biio.com,True,79000.00,15.88
siqo.com,True,13530.00,15.88
piko.com,True,100000.00,15.88
fiqo.com,True,8880.00,15.88
xieo.com,True,2970.00,15.88
jico.com,True,88000.00,15.88
siuo.com,True,19999.00,15.88
pioo.com,True,32000.00,15.88
fiuo.com,True,19999.00,15.88
bino.com,True,327161.00,15.88
wiao.com,True,6839.00,15.88
fivo.com,True,119400.00,15.88
xijo.com,True,11935.00,15.88
siyo.com,True,20000.00,15.88
jieo.com,True,19999.00,15.88
wieo.com,True,9600.00,15.88
fizo.com,True,99222.00,15.88
pito.com,True,100000.00,15.88
qizo.com,True,9000.00,15.88
yino.com,True,25641.00,15.88
riao.com,True,148888.00,15.88
yioo.com,True,10899.00,15.88
uiio.com,True,49888.00,15.88
eiao.com,True,73000.00,15.88
hijo.com,True,250000.00,15.88
eibo.com,True,19999.00,15.88
rieo.com,True,15000.00,15.88
oixo.com,True,6000.00,15.88
cizo.com,True,22400.00,15.88
uimo.com,True,8250.00,15.88
eifo.com,True,135000.00,15.88
oiao.com,True,19995.00,15.88
oibo.com,True,19999.00,15.88
aico.com,True,500000.00,15.88
eiho.com,True,19999.00,15.88
yivo.com,True,25000.00,15.88
hiqo.com,True,11065.00,15.88
kizo.com,True,176670.00,15.88
uiso.com,True,6000.00,15.88
aieo.com,True,50150.00,15.88
eilo.com,True,19888.00,15.88
oiho.com,True,19999.00,15.88
eimo.com,True,37000.00,15.88
eino.com,True,19999.00,15.88
eioo.com,True,3900.00,15.88
lieo.com,True,19999.00,15.88
pihu.com,True,30000.00,15.88
xixu.com,True,49999.00,15.88
finu.com,True,500000.00,15.88
fipu.com,True,12500.00,15.88
mieu.com,True,32000.00,15.88
iiyu.com,True,10454.00,15.88
siqu.com,True,25000.00,15.88
biku.com,True,45997.00,15.88
firu.com,True,129999.00,15.88
xieu.com,True,32394.00,15.88
mihu.com,True,150000.00,15.88
xifu.com,True,600000.00,15.88
wicu.com,True,49500.00,15.88
siuu.com,True,19999.00,15.88
xiiu.com,True,19999.00,15.88
widu.com,True,103000.00,15.88
fiyu.com,True,15599.00,15.88
gixu.com,True,24999.00,15.88
giau.com,True,19999.00,15.88
eicu.com,True,24999.00,15.88
kiou.com,True,25000.00,15.88
ribu.com,True,55399.00,15.88
hiiu.com,True,2999.00,15.88
ridu.com,True,24100.00,15.88
eibu.com,True,5999.00,15.88
uiju.com,True,19999.00,15.88
civu.com,True,29500.00,15.88
hiju.com,True,68388.00,15.88
oixu.com,True,3095.00,15.88
eieu.com,True,19999.00,15.88
uimu.com,True,15166.00,15.88
rihu.com,True,138888.00,15.88
uinu.com,True,4500.00,15.88
kiuu.com,True,25888.00,15.88
oibu.com,True,9995.00,15.88
eihu.com,True,19999.00,15.88
hiou.com,True,19999.00,15.88
riju.com,True,116980.00,15.88
aiau.com,True,19999.00,15.88
oieu.com,True,4899.00,15.88
uiqu.com,True,398.00,15.88
oihu.com,True,88888.00,15.88
uitu.com,True,10563.00,15.88
aifu.com,True,79999.00,15.88
xixy.com,True,19299.00,15.88
vity.com,True,364045.00,15.88
siny.com,True,60000.00,15.88
miay.com,True,19999.00,15.88
bihy.com,True,10000.00,15.88
iivy.com,True,14888.00,15.88
piiy.com,True,13800.00,15.88
viuy.com,True,7950.00,15.88
sioy.com,True,11766.00,15.88
iiwy.com,True,4426.00,15.88
xiay.com,True,19999.00,15.88
fipy.com,True,39999.00,15.88
bijy.com,True,15629.00,15.88
xiby.com,True,10000.00,15.88
viyy.com,True,20899.00,15.88
siry.com,True,62037.00,15.88
jixy.com,True,49999.00,15.88
fisy.com,True,50000.00,15.88
mihy.com,True,50000.00,15.88
pioy.com,True,19999.00,15.88
wicy.com,True,39999.00,15.88
xigy.com,True,3888.00,15.88
miiy.com,True,150000.00,15.88
siuy.com,True,5245.00,15.88
bioy.com,True,12500.00,15.88
mijy.com,True,4687.00,15.88
sivy.com,True,19999.00,15.88
fivy.com,True,199999.00,15.88
wiby.com,True,18000.00,15.88
bipy.com,True,19999.00,15.88
jidy.com,True,9999.00,15.88
xiiy.com,True,1480.00,15.88
fiwy.com,True,7950.00,15.88
piry.com,True,28000.00,15.88
jiey.com,True,2385.00,15.88
biqy.com,True,5245.00,15.88
mily.com,True,35000.00,15.88
pisy.com,True,34888.00,15.88
wiey.com,True,19999.00,15.88
jify.com,True,77400.00,15.88
sizy.com,True,20000.00,15.88
pity.com,True,225000.00,15.88
jigy.com,True,38500.00,15.88
xily.com,True,100000.00,15.88
wihy.com,True,11899.00,15.88
qidy.com,True,9730.00,15.88
riay.com,True,19999.00,15.88
yiny.com,True,19999.00,15.88
kioy.com,True,6365.00,15.88
nivy.com,True,29995.00,15.88
kipy.com,True,19000.00,15.88
hijy.com,True,8295.00,15.88
eidy.com,True,19999.00,15.88
yiqy.com,True,2500.00,15.88
uiky.com,True,10599.00,15.88
ciwy.com,True,250000.00,15.88
yiry.com,True,7950.00,15.88
oixy.com,True,19999.00,15.88
rigy.com,True,19000.00,15.88
cizy.com,True,19999.00,15.88
kity.com,True,50000.00,15.88
oicy.com,True,19999.00,15.88
eigy.com,True,6888.00,15.88
yity.com,True,28945.00,15.88
kiuy.com,True,19999.00,15.88
oiay.com,True,19999.00,15.88
yiuy.com,True,3199.00,15.88
hioy.com,True,3288.00,15.88
oiby.com,True,19999.00,15.88
rijy.com,True,7950.00,15.88
uipy.com,True,8800.00,15.88
aiay.com,True,5999.00,15.88
kiwy.com,True,15000.00,15.88
hipy.com,True,19999.00,15.88
yiwy.com,True,7950.00,15.88
kiyy.com,True,20899.00,15.88
hiqy.com,True,10450.00,15.88
oiey.com,True,6445.00,15.88
yiyy.com,True,141725.00,15.88
kizy.com,True,93888.00,15.88
rimy.com,True,25000.00,15.88
uisy.com,True,9899.00,15.88
lixy.com,True,39000.00,15.88
hisy.com,True,19999.00,15.88
oigy.com,True,13495.00,15.88
riny.com,True,29000.00,15.88
aify.com,True,229000.00,15.88
eipy.com,True,5099.00,15.88
zisy.com,True,10000.00,15.88
vota.com,True,375170.00,15.88
xoxa.com,True,19000.00,15.88
boga.com,True,120060.00,15.88
xoca.com,True,19000.00,15.88
voua.com,True,225000.00,15.88
poia.com,True,105000.00,15.88
fopa.com,True,55000.00,15.88
sopa.com,True,149000.00,15.88
joxa.com,True,19999.00,15.88
xoea.com,True,48888.00,15.88
fota.com,True,350000.00,15.88
xoha.com,True,17995.00,15.88
xoia.com,True,26000.00,15.88
boqa.com,True,10750.00,15.88
jofa.com,True,130000.00,15.88
goxa.com,True,39999.00,15.88
moqa.com,True,124995.00,15.88
moya.com,True,100000.00,15.88
nota.com,True,1500000.00,15.88
yona.com,True,500000.00,15.88
uoha.com,True,53000.00,15.88
eoaa.com,True,3999.00,15.88
coua.com,True,7650.00,15.88
koqa.com,True,20000.00,15.88
uoja.com,True,19999.00,15.88
yoqa.com,True,5975.00,15.88
noza.com,True,75000.00,15.88
uoka.com,True,3500.00,15.88
eoea.com,True,2499.00,15.88
ooxa.com,True,12888.00,15.88
uola.com,True,19999.00,15.88
homa.com,True,200000.00,15.88
aoxa.com,True,20295.00,15.88
uona.com,True,19999.00,15.88
eoja.com,True,3500.00,15.88
hoqa.com,True,16499.00,15.88
ooea.com,True,19999.00,15.88
uoqa.com,True,24990.00,15.88
eoka.com,True,19999.00,15.88
uora.com,True,19999.00,15.88
aoea.com,True,27950.00,15.88
eoma.com,True,12500.00,15.88
aofa.com,True,12000.00,15.88
zoca.com,True,75000.00,15.88
houa.com,True,3000.00,15.88
eooa.com,True,8000.00,15.88
zofa.com,True,79000.00,15.88
ioue.com,True,19999.00,15.88
moae.com,True,18888.00,15.88
poie.com,True,19999.00,15.88
voue.com,True,25000.00,15.88
xoae.com,True,7950.00,15.88
vove.com,True,79000.00,15.88
xobe.com,True,23095.00,15.88
ioye.com,True,10000.00,15.88
sose.com,True,35000.00,15.88
joxe.com,True,19999.00,15.88
xofe.com,True,15000.00,15.88
pooe.com,True,4980.00,15.88
foue.com,True,1604.00,15.88
xoge.com,True,10000.00,15.88
woae.com,True,43065.00,15.88
xoie.com,True,19999.00,15.88
pore.com,True,425000.00,15.88
joee.com,True,20090.00,15.88
xoje.com,True,9000.00,15.88
woee.com,True,73944.00,15.88
xoke.com,True,19999.00,15.88
toae.com,True,8199.00,15.88
gofe.com,True,19888.00,15.88
jote.com,True,42000.00,15.88
eoae.com,True,31065.00,15.88
robe.com,True,725000.00,15.88
eobe.com,True,19999.00,15.88
uoke.com,True,63106.00,15.88
yoqe.com,True,9000.00,15.88
uole.com,True,4890.00,15.88
ooce.com,True,29995.00,15.88
uome.com,True,38150.00,15.88
coze.com,True,30000.00,15.88
ooae.com,True,28888.00,15.88
eoge.com,True,19999.00,15.88
rohe.com,True,199999.00,15.88
uope.com,True,19999.00,15.88
kowe.com,True,165000.00,15.88
ooee.com,True,10000.00,15.88
uoqe.com,True,10399.00,15.88
koye.com,True,47000.00,15.88
yowe.com,True,25000.00,15.88
uore.com,True,145000.00,15.88
yoye.com,True,73472.00,15.88
yoze.com,True,24000.00,15.88
oohe.com,True,9995.00,15.88
uote.com,True,19999.00,15.88
zoxe.com,True,7950.00,15.88
rore.com,True,156550.00,15.88
ooqe.com,True,39995.00,15.88
aose.com,True,28350.00,15.88
soni.com,True,32087.00,15.88
ioui.com,True,19999.00,15.88
xoci.com,True,12000.00,15.88
poii.com,True,19999.00,15.88
vovi.com,True,50000.00,15.88
soqi.com,True,21500.00,15.88
vowi.com,True,24999.00,15.88
boki.com,True,89999.00,15.88
xodi.com,True,37510.00,15.88
xoei.com,True,19999.00,15.88
joci.com,True,40000.00,15.88
woxi.com,True,151245.00,15.88
joai.com,True,29888.00,15.88
sovi.com,True,100000.00,15.88
xohi.com,True,19999.00,15.88
jobi.com,True,246350.00,15.88
poqi.com,True,67499.00,15.88
wodi.com,True,95000.00,15.88
moni.com,True,1850000.00,15.88
goxi.com,True,41725.00,15.88
boui.com,True,29999.00,15.88
coti.com,True,1000000.00,15.88
eoai.com,True,28500.00,15.88
hoii.com,True,161972.00,15.88
nowi.com,True,295000.00,15.88
robi.com,True,275000.00,15.88
yopi.com,True,125000.00,15.88
eoei.com,True,12500.00,15.88
holi.com,True,950000.00,15.88
yori.com,True,120000.00,15.88
ooci.com,True,9949.00,15.88
ooai.com,True,7850.00,15.88
koui.com,True,25000.00,15.88
oobi.com,True,28000.00,15.88
uopi.com,True,4750.00,15.88
uoqi.com,True,5288.00,15.88
yowi.com,True,250000.00,15.88
eoki.com,True,19999.00,15.88
hori.com,True,500000.00,15.88
aodi.com,True,215997.00,15.88
hosi.com,True,1112000.00,15.88
hoti.com,True,60000.00,15.88
zoxi.com,True,9950.00,15.88
zoci.com,True,12000.00,15.88
eooi.com,True,5841.00,15.88
eovi.com,True,15888.00,15.88
aosi.com,True,40000.00,15.88
poho.com,True,375000.00,15.88
sooo.com,True,101232.00,15.88
xoco.com,True,25000.00,15.88
boio.com,True,19999.00,15.88
ioyo.com,True,19999.00,15.88
vowo.com,True,500000.00,15.88
foqo.com,True,49888.00,15.88
joxo.com,True,48000.00,15.88
xofo.com,True,97545.00,15.88
fouo.com,True,19999.00,15.88
pooo.com,True,27249.00,15.88
souo.com,True,19999.00,15.88
fovo.com,True,135065.00,15.88
xoho.com,True,325000.00,15.88
sovo.com,True,99888.00,15.88
bopo.com,True,69699.00,15.88
poqo.com,True,19000.00,15.88
toxo.com,True,1000000.00,15.88
mouo.com,True,19999.00,15.88
qoho.com,True,12995.00,15.88
coto.com,True,350000.00,15.88
uoho.com,True,120000.00,15.88
roao.com,True,19999.00,15.88
eoao.com,True,19999.00,15.88
hoio.com,True,11500.00,15.88
couo.com,True,4899.00,15.88
uoio.com,True,19999.00,15.88
yopo.com,True,34999.00,15.88
koqo.com,True,65000.00,15.88
roeo.com,True,19999.00,15.88
eofo.com,True,3500.00,15.88
uomo.com,True,400000.00,15.88
eogo.com,True,19999.00,15.88
youo.com,True,23861.00,15.88
hooo.com,True,39000.00,15.88
eoio.com,True,7679.00,15.88
kowo.com,True,67799.00,15.88
uoqo.com,True,2363.00,15.88
oofo.com,True,29999.00,15.88
ooho.com,True,4999.00,15.88
rono.com,True,69996.00,15.88
houo.com,True,19999.00,15.88
zoio.com,True,12500.00,15.88
boxo.com,True,780000.00,15.88
iouu.com,True,16350.00,15.88
xoxu.com,True,63911.00,15.88
vouu.com,True,3888.00,15.88
soou.com,True,19999.00,15.88
xoau.com,True,4285.00,15.88
xobu.com,True,19999.00,15.88
polu.com,True,39000.00,15.88
voyu.com,True,175000.00,15.88
soru.com,True,250000.00,15.88
pomu.com,True,1500000.00,15.88
ponu.com,True,50250.00,15.88
xofu.com,True,4950.00,15.88
fouu.com,True,5999.00,15.88
moiu.com,True,19999.00,15.88
souu.com,True,19999.00,15.88
xogu.com,True,30000.00,15.88
moju.com,True,544483.00,15.88
fovu.com,True,9500.00,15.88
wobu.com,True,68888.00,15.88
boqu.com,True,29250.00,15.88
toxu.com,True,60000.00,15.88
botu.com,True,176056.00,15.88
moqu.com,True,215600.00,15.88
mouu.com,True,9988.00,15.88
coxu.com,True,49999.00,15.88
eocu.com,True,19999.00,15.88
yonu.com,True,29000.00,15.88
hoiu.com,True,19999.00,15.88
couu.com,True,7950.00,15.88
koqu.com,True,25000.00,15.88
eobu.com,True,50000.00,15.88
yoqu.com,True,19999.00,15.88
cowu.com,True,19000.00,15.88
kosu.com,True,139999.00,15.88
yoru.com,True,250000.00,15.88
coyu.com,True,19000.00,15.88
oocu.com,True,24995.00,15.88
eofu.com,True,24999.00,15.88
homu.com,True,69000.00,15.88
cozu.com,True,29000.00,15.88
roiu.com,True,64999.00,15.88
uoou.com,True,10000.00,15.88
kowu.com,True,60000.00,15.88
oodu.com,True,12995.00,15.88
eoiu.com,True,19999.00,15.88
uopu.com,True,5000.00,15.88
ooeu.com,True,9000.00,15.88
horu.com,True,29000.00,15.88
loxu.com,True,14995.00,15.88
eolu.com,True,19999.00,15.88
oohu.com,True,9995.00,15.88
ronu.com,True,62500.00,15.88
eomu.com,True,4995.00,15.88
zoxu.com,True,16350.00,15.88
uouu.com,True,6029.00,15.88
lodu.com,True,36750.00,15.88
loeu.com,True,5899.00,15.88
iouy.com,True,19999.00,15.88
voty.com,True,15000.00,15.88
bogy.com,True,200000.00,15.88
iovy.com,True,8256.00,15.88
vouy.com,True,7950.00,15.88
poiy.com,True,4500.00,15.88
fopy.com,True,9999.00,15.88
sopy.com,True,39000.00,15.88
iowy.com,True,5479.00,15.88
vovy.com,True,500000.00,15.88
boiy.com,True,14299.00,15.88
pojy.com,True,7499.00,15.88
foqy.com,True,9995.00,15.88
soqy.com,True,11299.00,15.88
vowy.com,True,9995.00,15.88
poky.com,True,245000.00,15.88
xody.com,True,7588.00,15.88
sory.com,True,9900.00,15.88
boky.com,True,180000.00,15.88
sosy.com,True,116000.00,15.88
mohy.com,True,7700.00,15.88
jocy.com,True,27995.00,15.88
fouy.com,True,7950.00,15.88
souy.com,True,19999.00,15.88
xohy.com,True,17500.00,15.88
xoiy.com,True,3995.00,15.88
woby.com,True,12000.00,15.88
poqy.com,True,5995.00,15.88
foyy.com,True,9920.00,15.88
wody.com,True,29000.00,15.88
boqy.com,True,4800.00,15.88
pory.com,True,39000.00,15.88
xoky.com,True,15000.00,15.88
fozy.com,True,10000.00,15.88
xoly.com,True,19880.00,15.88
goxy.com,True,55555.00,15.88
wofy.com,True,9999.00,15.88
xopy.com,True,18599.00,15.88
uoey.com,True,5000.00,15.88
hoiy.com,True,19999.00,15.88
uoiy.com,True,25000.00,15.88
noyy.com,True,9500.00,15.88
covy.com,True,21499.00,15.88
hojy.com,True,6000.00,15.88
yopy.com,True,19500.00,15.88
kory.com,True,9777.00,15.88
cowy.com,True,22000.00,15.88
eody.com,True,8488.00,15.88
uoky.com,True,3888.00,15.88
eoey.com,True,19999.00,15.88
uoly.com,True,14999.00,15.88
rogy.com,True,32000.00,15.88
uomy.com,True,19999.00,15.88
ooay.com,True,9545.00,15.88
eogy.com,True,4428.00,15.88
uony.com,True,4950.00,15.88
aocy.com,True,5999.00,15.88
eohy.com,True,19999.00,15.88
roiy.com,True,19999.00,15.88
youy.com,True,19999.00,15.88
kowy.com,True,9999.00,15.88
aoay.com,True,19999.00,15.88
eoiy.com,True,9000.00,15.88
rojy.com,True,19000.00,15.88
uopy.com,True,5250.00,15.88
ooey.com,True,39999.00,15.88
hoqy.com,True,7995.00,15.88
eojy.com,True,19999.00,15.88
roky.com,True,500000.00,15.88
oogy.com,True,35000.00,15.88
uosy.com,True,6000.00,15.88
locy.com,True,25000.00,15.88
uoty.com,True,6999.00,15.88
ooiy.com,True,52999.00,15.88
houy.com,True,19999.00,15.88
loby.com,True,32000.00,15.88
uovy.com,True,9999.00,15.88
eory.com,True,8995.00,15.88
iuua.com,True,19999.00,15.88
buga.com,True,150000.00,15.88
fuoa.com,True,3499.00,15.88
xuaa.com,True,8999.00,15.88
buia.com,True,19999.00,15.88
vuwa.com,True,39999.00,15.88
suqa.com,True,9500.00,15.88
iuza.com,True,19999.00,15.88
vuya.com,True,55375.00,15.88
mufa.com,True,69000.00,15.88
puna.com,True,225000.00,15.88
futa.com,True,1388888.00,15.88
muia.com,True,19999.00,15.88
wuca.com,True,18000.00,15.88
suua.com,True,4999.00,15.88
juba.com,True,39144.00,15.88
muja.com,True,26000.00,15.88
puqa.com,True,8495.00,15.88
juda.com,True,1215279.00,15.88
wuda.com,True,100868.00,15.88
fuza.com,True,39000.00,15.88
nuva.com,True,257500.00,15.88
yuna.com,True,160333.00,15.88
cuua.com,True,29995.00,15.88
euaa.com,True,19999.00,15.88
uuia.com,True,1995.00,15.88
kuqa.com,True,35211.00,15.88
huja.com,True,44444.00,15.88
uuja.com,True,205356.00,15.88
yura.com,True,300000.00,15.88
ouxa.com,True,4888.00,15.88
cuza.com,True,15000.00,15.88
eufa.com,True,30000.00,15.88
ouaa.com,True,5099.00,15.88
yuua.com,True,4000.00,15.88
euia.com,True,19999.00,15.88
euja.com,True,7950.00,15.88
huqa.com,True,24988.00,15.88
kuza.com,True,25000.00,15.88
ouha.com,True,19999.00,15.88
zuxa.com,True,8888.00,15.88
auha.com,True,13650.00,15.88
iuaa.com,True,40000.00,15.88
iuue.com,True,4444.00,15.88
fuoe.com,True,19999.00,15.88
suoe.com,True,4299.00,15.88
iuve.com,True,16000.00,15.88
xuae.com,True,8000.00,15.88
mude.com,True,50000.00,15.88
vuve.com,True,19000.00,15.88
puje.com,True,13900.00,15.88
iuwe.com,True,2527.00,15.88
fuqe.com,True,22000.00,15.88
buje.com,True,65000.00,15.88
suqe.com,True,24999.00,15.88
vuwe.com,True,39999.00,15.88
fure.com,True,79000.00,15.88
juxe.com,True,19000.00,15.88
sute.com,True,59000.00,15.88
muie.com,True,52495.00,15.88
bune.com,True,56000.00,15.88
fuue.com,True,10499.00,15.88
wuce.com,True,46550.00,15.88
juae.com,True,5288.00,15.88
buoe.com,True,4000.00,15.88
pupe.com,True,35000.00,15.88
bupe.com,True,22499.00,15.88
xuje.com,True,10799.00,15.88
buqe.com,True,16044.00,15.88
mume.com,True,95000.00,15.88
xuke.com,True,24844.00,15.88
puse.com,True,24999.00,15.88
jufe.com,True,28000.00,15.88
xuoe.com,True,2490.00,15.88
juue.com,True,9999.00,15.88
kuoe.com,True,19999.00,15.88
huie.com,True,19999.00,15.88
rube.com,True,150000.00,15.88
uuie.com,True,10499.00,15.88
yuoe.com,True,4285.00,15.88
ruee.com,True,6000.00,15.88
ouxe.com,True,4950.00,15.88
hule.com,True,200000.00,15.88
kuse.com,True,288888.00,15.88
yure.com,True,125000.00,15.88
oube.com,True,19999.00,15.88
euhe.com,True,9750.00,15.88
ruie.com,True,12950.00,15.88
uuoe.com,True,89085.00,15.88
yuue.com,True,4500.00,15.88
auae.com,True,34123.00,15.88
euie.com,True,19999.00,15.88
ruje.com,True,39999.00,15.88
kuwe.com,True,29000.00,15.88
huqe.com,True,21699.00,15.88
euje.com,True,19999.00,15.88
uuqe.com,True,5348.00,15.88
aude.com,True,115000.00,15.88
hure.com,True,75000.00,15.88
auee.com,True,10000.00,15.88
ouge.com,True,19999.00,15.88
eule.com,True,88000.00,15.88
yuze.com,True,298888.00,15.88
eume.com,True,7000.00,15.88
luce.com,True,250000.00,15.88
iuoe.com,True,28000.00,15.88
iuui.com,True,45000.00,15.88
iuvi.com,True,19999.00,15.88
vuvi.com,True,59995.00,15.88
xuai.com,True,19999.00,15.88
vuwi.com,True,39999.00,15.88
suqi.com,True,36000.00,15.88
puki.com,True,74995.00,15.88
iuyi.com,True,19999.00,15.88
vuzi.com,True,50000.00,15.88
xugi.com,True,30000.00,15.88
fuwi.com,True,24899.00,15.88
xuii.com,True,19999.00,15.88
juei.com,True,19999.00,15.88
jufi.com,True,22000.00,15.88
busi.com,True,80000.00,15.88
yuoi.com,True,19999.00,15.88
uuii.com,True,19999.00,15.88
cuui.com,True,7650.00,15.88
eubi.com,True,149888.00,15.88
cuvi.com,True,33000.00,15.88
nuzi.com,True,27000.00,15.88
cuwi.com,True,105950.00,15.88
uuli.com,True,12995.00,15.88
euei.com,True,12500.00,15.88
rugi.com,True,30000.00,15.88
cuzi.com,True,19000.00,15.88
ruhi.com,True,75000.00,15.88
ouai.com,True,104930.00,15.88
yuui.com,True,28399.00,15.88
oudi.com,True,27500.00,15.88
aubi.com,True,108999.00,15.88
kuzi.com,True,1215279.00,15.88
euli.com,True,19999.00,15.88
zuxi.com,True,13000.00,15.88
uuti.com,True,4800.00,15.88
runi.com,True,79000.00,15.88
iubi.com,True,65399.00,15.88
ausi.com,True,900000.00,15.88
iuuo.com,True,3788.00,15.88
buio.com,True,24999.00,15.88
mufo.com,True,29000.00,15.88
xueo.com,True,7000.00,15.88
pumo.com,True,330000.00,15.88
wuxo.com,True,59888.00,15.88
xufo.com,True,16650.00,15.88
buno.com,True,95000.00,15.88
wuco.com,True,350000.00,15.88
xuho.com,True,19999.00,15.88
xuio.com,True,19999.00,15.88
jueo.com,True,19999.00,15.88
buqo.com,True,9900.00,15.88
xujo.com,True,5000.00,15.88
jufo.com,True,87888.00,15.88
wufo.com,True,25000.00,15.88
tubo.com,True,225000.00,15.88
gueo.com,True,19999.00,15.88
gugo.com,True,500000.00,15.88
cuxo.com,True,17699.00,15.88
huho.com,True,39000.00,15.88
cuto.com,True,72500.00,15.88
uuio.com,True,19999.00,15.88
huio.com,True,19999.00,15.88
rubo.com,True,98000.00,15.88
cuuo.com,True,9575.00,15.88
kuqo.com,True,11935.00,15.88
huko.com,True,100000.00,15.88
cuwo.com,True,8000.00,15.88
yuro.com,True,199999.00,15.88
kuto.com,True,100000.00,15.88
uumo.com,True,2125.00,15.88
eufo.com,True,63223.00,15.88
rugo.com,True,47999.00,15.88
uuno.com,True,29999.00,15.88
ouao.com,True,100000.00,15.88
auxo.com,True,500000.00,15.88
euho.com,True,19999.00,15.88
auco.com,True,56000.00,15.88
euio.com,True,19999.00,15.88
auao.com,True,19999.00,15.88
uuqo.com,True,944.00,15.88
eujo.com,True,8256.00,15.88
kuzo.com,True,42000.00,15.88
uuro.com,True,19999.00,15.88
rumo.com,True,48000.00,15.88
aueo.com,True,2550.00,15.88
luto.com,True,35000.00,15.88
funu.com,True,27000.00,15.88
iuuu.com,True,52817.00,15.88
buhu.com,True,50000.00,15.88
puiu.com,True,38888.00,15.88
xuau.com,True,19999.00,15.88
iuwu.com,True,3788.00,15.88
mueu.com,True,12000.00,15.88
iuyu.com,True,4250.00,15.88
vuyu.com,True,90040.00,15.88
iuzu.com,True,19999.00,15.88
vuzu.com,True,500000.00,15.88
pumu.com,True,51450.00,15.88
muhu.com,True,18420.00,15.88
punu.com,True,99888.00,15.88
muiu.com,True,19999.00,15.88
fuvu.com,True,39999.00,15.88
muju.com,True,100000.00,15.88
judu.com,True,39000.00,15.88
suyu.com,True,250000.00,15.88
xuju.com,True,19000.00,15.88
wueu.com,True,6500.00,15.88
pusu.com,True,47000.00,15.88
eucu.com,True,19999.00,15.88
ruau.com,True,19999.00,15.88
uuiu.com,True,14577.00,15.88
huiu.com,True,26000.00,15.88
yuou.com,True,11998.00,15.88
kupu.com,True,59000.00,15.88
eubu.com,True,5000.00,15.88
cuvu.com,True,42250.00,15.88
kuqu.com,True,125000.00,15.88
eudu.com,True,12000.00,15.88
oucu.com,True,19999.00,15.88
yutu.com,True,100000.00,15.88
huou.com,True,19999.00,15.88
aucu.com,True,43750.00,15.88
uupu.com,True,3999.00,15.88
oueu.com,True,19997.00,15.88
euju.com,True,5000.00,15.88
huru.com,True,259999.00,15.88
aueu.com,True,11649.00,15.88
rumu.com,True,27278.00,15.88
uutu.com,True,18892.00,15.88
runu.com,True,158888.00,15.88
lucu.com,True,150000.00,15.88
uuvu.com,True,25000.00,15.88
xucy.com,True,20750.00,15.88
suoy.com,True,25000.00,15.88
fuoy.com,True,7950.00,15.88
pujy.com,True,4799.00,15.88
iuwy.com,True,6000.00,15.88
fupy.com,True,4500.00,15.88
vuwy.com,True,23911.00,15.88
suqy.com,True,5000.00,15.88
iuyy.com,True,7499.00,15.88
vuyy.com,True,6370.00,15.88
iuzy.com,True,10399.00,15.88
mufy.com,True,19999.00,15.88
buky.com,True,29000.00,15.88
susy.com,True,100000.00,15.88
fusy.com,True,45000.00,15.88
buly.com,True,35000.00,15.88
xufy.com,True,18125.00,15.88
futy.com,True,28000.00,15.88
muhy.com,True,11000.00,15.88
xugy.com,True,9999.00,15.88
juay.com,True,18000.00,15.88
pupy.com,True,55000.00,15.88
wuay.com,True,1999.00,15.88
mujy.com,True,534800.00,15.88
puqy.com,True,6775.00,15.88
suwy.com,True,7950.00,15.88
buqy.com,True,35000.00,15.88
wuey.com,True,3000.00,15.88
jufy.com,True,12730.00,15.88
puty.com,True,35000.00,15.88
xuny.com,True,6195.00,15.88
wuiy.com,True,5000.00,15.88
puzy.com,True,19999.00,15.88
xuvy.com,True,34330.00,15.88
kuoy.com,True,7950.00,15.88
nuvy.com,True,9999.00,15.88
yuoy.com,True,19999.00,15.88
uuiy.com,True,6000.00,15.88
euay.com,True,1299.00,15.88
nuwy.com,True,9999.00,15.88
uujy.com,True,21876.00,15.88
hujy.com,True,25000.00,15.88
yuqy.com,True,13199.00,15.88
ruey.com,True,4999.00,15.88
cuyy.com,True,3000.00,15.88
yury.com,True,75000.00,15.88
ouxy.com,True,4218.00,15.88
yusy.com,True,5000.00,15.88
rugy.com,True,39999.00,15.88
kuty.com,True,56000.00,15.88
humy.com,True,29000.00,15.88
ruhy.com,True,8999.00,15.88
ouay.com,True,995.00,15.88
ruiy.com,True,19999.00,15.88
euhy.com,True,2950.00,15.88
kuvy.com,True,9500.00,15.88
ouby.com,True,13911.00,15.88
uupy.com,True,1888.00,15.88
kuwy.com,True,19999.00,15.88
oudy.com,True,12500.00,15.88
ruky.com,True,19999.00,15.88
huqy.com,True,19000.00,15.88
yuyy.com,True,3000.00,15.88
uury.com,True,30000.00,15.88
euky.com,True,614017.00,15.88
kuzy.com,True,28000.00,15.88
oufy.com,True,24888.00,15.88
auey.com,True,19999.00,15.88
ougy.com,True,8299.00,15.88
runy.com,True,19795.00,15.88
huty.com,True,29000.00,15.88
augy.com,True,297000.00,15.88
ouiy.com,True,6000.00,15.88
euuy.com,True,15792.00,15.88
lumy.com,True,150000.00,15.88
byga.com,True,14395.00,15.88
fyna.com,True,32995.00,15.88
pyia.com,True,14534.00,15.88
vyua.com,True,9888.00,15.88
